opportunity_id,created_at,account_id,account_name,segment,industry,account_region,amount_usd,pipeline_stage,current_stage,forecast_category,next_step_date,status,actual_close,loss_reason,sales_rep_id,rep_name,rep_email,rep_region,rep_start_date
1312,2024-12-30 07:00:00+00:00,1052,"Swanson, Ruiz and Thomas",SMB,Healthcare,North,13644.0,5,Closed,Best Case,2024-12-30,lost,2025-03-31,no_decision,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
1327,2024-10-29 07:00:00+00:00,2046,"Robertson, Joseph and Blake",SMB,Education,West,8055.0,5,Closed,Omit,2024-11-06,won,2025-02-15,,31,Diana Welch,zwright@example.org,West,2023-07-16
1328,2024-10-29 07:00:00+00:00,2046,"Robertson, Joseph and Blake",SMB,Education,West,24156.0,5,Closed,Omit,2024-12-30,won,2025-02-22,,31,Diana Welch,zwright@example.org,West,2023-07-16
1334,2024-12-30 07:00:00+00:00,2793,Watson PLC,Mid-Market,Healthcare,South,39716.0,5,Closed,Omit,2024-12-30,lost,2025-03-05,timing,15,Jennifer Bentley,greenespencer@example.com,South,2022-07-17
1335,2024-12-30 07:00:00+00:00,266,"Chandler, Taylor and Miller",SMB,FinTech,West,13876.0,5,Closed,Omit,2024-12-30,won,2025-02-18,,7,Vanessa Mcgee,helen89@example.com,North,2023-08-23
1336,2024-12-30 07:00:00+00:00,266,"Chandler, Taylor and Miller",SMB,FinTech,West,8118.0,5,Closed,Best Case,2024-12-03,lost,2025-02-11,timing,7,Vanessa Mcgee,helen89@example.com,North,2023-08-23
1337,2024-12-30 07:00:00+00:00,266,"Chandler, Taylor and Miller",SMB,FinTech,West,16546.0,5,Closed,Best Case,2024-12-30,won,2025-01-13,,7,Vanessa Mcgee,helen89@example.com,North,2023-08-23
1344,2024-11-02 07:00:00+00:00,679,Hill and Sons,Mid-Market,Education,South,42367.0,5,Closed,Best Case,2024-12-30,won,2025-02-06,,17,Chris Park,bradley85@example.com,South,2022-05-23
1345,2024-11-01 07:00:00+00:00,679,Hill and Sons,Mid-Market,Education,South,37907.0,5,Closed,Best Case,2024-11-15,won,2024-11-17,,17,Chris Park,bradley85@example.com,South,2022-05-23
1346,2024-11-01 07:00:00+00:00,679,Hill and Sons,Mid-Market,Education,South,25073.0,3,Proposal,Omit,2024-12-30,open,,,17,Chris Park,bradley85@example.com,South,2022-05-23
1347,2024-12-05 07:00:00+00:00,1504,"Vargas, Brooks and Martin",SMB,Education,North,16428.0,5,Closed,Commit,2024-12-30,lost,2024-12-10,timing,10,Shane Weiss,eric89@example.com,North,2022-10-10
1348,2024-12-11 07:00:00+00:00,1504,"Vargas, Brooks and Martin",SMB,Education,North,21229.0,5,Closed,Commit,2024-12-30,lost,2025-02-23,no_budget,10,Shane Weiss,eric89@example.com,North,2022-10-10
1349,2024-12-02 07:00:00+00:00,1504,"Vargas, Brooks and Martin",SMB,Education,North,20015.0,5,Closed,Commit,2024-12-30,won,2025-01-03,,10,Shane Weiss,eric89@example.com,North,2022-10-10
1354,2024-12-30 07:00:00+00:00,3032,Mullins-Collier,Mid-Market,FinTech,South,91972.0,5,Closed,Omit,2024-12-01,won,2025-01-21,,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
1355,2024-12-30 07:00:00+00:00,3174,Solis-Anderson,SMB,Retail,East,21960.0,5,Closed,Omit,2024-12-30,lost,2025-03-19,no_budget,23,Tony Tyler,powellalex@example.net,East,2022-04-04
1356,2024-12-30 07:00:00+00:00,2211,Smith PLC,Mid-Market,Retail,International,49902.0,5,Closed,Omit,2024-12-30,won,2025-02-12,,50,Connie Smith,wwood@example.org,International,2024-05-12
1359,2024-12-30 07:00:00+00:00,3465,Henry-Holloway,SMB,Healthcare,North,7220.0,2,Demo,Best Case,2024-12-30,open,,,5,Mr. Brandon Fuller DDS,pnichols@example.net,North,2023-02-11
1368,2024-12-30 07:00:00+00:00,890,Compton Ltd,SMB,Retail,West,18260.0,5,Closed,Best Case,2024-12-30,won,2025-01-16,,36,James Butler,cassidyrosario@example.net,West,2023-11-15
1369,2024-12-30 07:00:00+00:00,890,Compton Ltd,SMB,Retail,West,5765.0,5,Closed,Commit,2024-12-30,won,2025-01-29,,36,James Butler,cassidyrosario@example.net,West,2023-11-15
1384,2024-12-30 07:00:00+00:00,3886,"Cook, Lee and Schmitt",SMB,FinTech,South,15520.0,5,Closed,Commit,2024-10-31,won,2025-03-18,,20,John Blevins,dalton49@example.net,South,2024-03-09
1385,2024-10-23 07:00:00+00:00,1983,Castro-Baker,SMB,Retail,West,6179.0,5,Closed,Omit,2024-12-30,lost,2024-11-25,no_budget,37,Grace Jacobs,adam16@example.com,West,2022-07-26
1388,2024-12-30 07:00:00+00:00,99,Daniels LLC,SMB,Retail,International,18725.0,5,Closed,Best Case,2024-12-30,won,2025-03-10,,44,Stephanie Mejia,youngtimothy@example.net,International,2022-07-30
1389,2024-12-30 07:00:00+00:00,99,Daniels LLC,SMB,Retail,International,11643.0,4,Negotiation,Omit,2024-12-30,open,,,44,Stephanie Mejia,youngtimothy@example.net,International,2022-07-30
1391,2024-11-28 07:00:00+00:00,1404,Hernandez-Powell,SMB,Retail,South,7966.0,5,Closed,Omit,2024-12-30,won,2025-02-18,,9,Robert Lawrence,trevorruiz@example.org,North,2022-10-13
1392,2024-11-30 07:00:00+00:00,1404,Hernandez-Powell,SMB,Retail,South,20109.0,5,Closed,Best Case,2020-01-01,won,2025-02-06,,9,Robert Lawrence,trevorruiz@example.org,North,2022-10-13
1394,2024-12-30 07:00:00+00:00,3332,Olson-Stuart,Enterprise,Healthcare,West,114323.0,5,Closed,Commit,2024-10-09,won,2025-02-22,,36,James Butler,cassidyrosario@example.net,West,2023-11-15
1403,2024-12-30 07:00:00+00:00,2688,Price PLC,Mid-Market,Retail,North,79705.0,5,Closed,Commit,2020-01-01,lost,2025-02-03,feature_gap,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
1404,2024-12-30 07:00:00+00:00,2688,Price PLC,Mid-Market,Retail,North,89704.0,5,Closed,Omit,2024-12-06,won,2025-02-13,,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
1405,2024-10-14 07:00:00+00:00,757,Reyes-Perez,SMB,Retail,South,15944.0,5,Closed,Omit,2024-12-30,won,2025-02-08,,17,Chris Park,bradley85@example.com,South,2022-05-23
1406,2024-10-13 07:00:00+00:00,757,Reyes-Perez,SMB,Retail,South,13172.0,5,Closed,Commit,2024-12-09,won,2024-12-23,,17,Chris Park,bradley85@example.com,South,2022-05-23
1408,2024-12-30 07:00:00+00:00,3733,Brock-Brown,SMB,Healthcare,West,8884.0,1,Discovery,Best Case,2024-12-30,open,,,10,Shane Weiss,eric89@example.com,North,2022-10-10
1415,2024-12-30 07:00:00+00:00,716,"Cooper, Bauer and Daniels",SMB,Education,North,18025.0,3,Proposal,Omit,2020-01-01,open,,,10,Shane Weiss,eric89@example.com,North,2022-10-10
1416,2024-12-30 07:00:00+00:00,716,"Cooper, Bauer and Daniels",SMB,Education,North,11361.0,5,Closed,Best Case,2024-12-30,won,2025-01-13,,10,Shane Weiss,eric89@example.com,North,2022-10-10
1417,2024-12-30 07:00:00+00:00,716,"Cooper, Bauer and Daniels",SMB,Education,North,16600.0,5,Closed,Omit,2024-11-09,won,2025-02-08,,10,Shane Weiss,eric89@example.com,North,2022-10-10
1422,2024-12-30 07:00:00+00:00,1997,Colon and Sons,SMB,Retail,North,20141.0,5,Closed,Best Case,2024-12-30,won,2025-04-07,,10,Shane Weiss,eric89@example.com,North,2022-10-10
1423,2024-12-30 07:00:00+00:00,3381,Carpenter LLC,Enterprise,Retail,East,400001.0,4,Negotiation,Commit,2024-12-30,open,,,23,Tony Tyler,powellalex@example.net,East,2022-04-04
1424,2024-12-30 07:00:00+00:00,3381,Carpenter LLC,Enterprise,Retail,East,489229.0,5,Closed,Omit,2024-12-30,won,2025-03-14,,23,Tony Tyler,powellalex@example.net,East,2022-04-04
1425,2024-12-30 07:00:00+00:00,3381,Carpenter LLC,Enterprise,Retail,East,475724.0,5,Closed,Omit,2024-12-30,lost,2025-04-05,feature_gap,23,Tony Tyler,powellalex@example.net,East,2022-04-04
1432,2024-12-30 07:00:00+00:00,534,Kennedy-Suarez,SMB,Healthcare,North,12915.0,4,Negotiation,Omit,2024-12-16,open,,,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
1440,2024-11-14 07:00:00+00:00,3178,"Wood, Pearson and Velasquez",Mid-Market,Education,North,91461.0,5,Closed,Commit,2024-12-30,won,2024-11-30,,3,Dale Hopkins,william51@example.org,North,2023-07-07
1442,2024-12-30 07:00:00+00:00,81,Rice-Romero,Mid-Market,Education,West,97074.0,5,Closed,Omit,2024-12-30,lost,2025-04-11,timing,6,Sierra Cordova,janetdalton@example.com,North,2023-08-16
1447,2024-12-03 07:00:00+00:00,3825,"Cunningham, Carrillo and Hartman",Mid-Market,Education,West,65407.0,3,Proposal,Best Case,2024-12-21,open,,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
1448,2024-12-30 07:00:00+00:00,1617,Thompson-Schmidt,Enterprise,FinTech,International,497622.0,3,Proposal,Omit,2020-01-01,open,,,43,Paul Espinoza,ronald08@example.net,International,2022-07-08
1453,2024-12-30 07:00:00+00:00,2220,Blanchard-Perez,SMB,Healthcare,East,20525.0,5,Closed,Best Case,2024-12-30,won,2025-03-15,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1454,2024-12-30 07:00:00+00:00,2220,Blanchard-Perez,SMB,Healthcare,East,17070.0,5,Closed,Omit,2024-11-23,lost,2025-01-20,no_budget,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1455,2024-12-30 07:00:00+00:00,1109,Herrera Ltd,SMB,Healthcare,East,12269.0,5,Closed,Best Case,2020-01-01,lost,2025-04-21,no_budget,22,Jean Williams,yrobinson@example.com,East,2022-05-19
1456,2024-12-30 07:00:00+00:00,1109,Herrera Ltd,SMB,Healthcare,East,8541.0,4,Negotiation,Omit,2024-11-23,open,,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
1457,2024-12-30 07:00:00+00:00,1109,Herrera Ltd,SMB,Healthcare,East,11922.0,5,Closed,Commit,2024-12-16,lost,2025-03-21,no_decision,22,Jean Williams,yrobinson@example.com,East,2022-05-19
1463,2024-12-30 07:00:00+00:00,2265,Martinez-Myers,SMB,Education,East,13771.0,3,Proposal,Best Case,2024-12-30,open,,,21,David Ryan,ischwartz@example.org,East,2023-03-30
1464,2024-12-30 07:00:00+00:00,2265,Martinez-Myers,SMB,Education,East,6273.0,5,Closed,Commit,2020-01-01,won,2025-02-26,,21,David Ryan,ischwartz@example.org,East,2023-03-30
1465,2024-12-30 07:00:00+00:00,2265,Martinez-Myers,SMB,Education,East,6441.0,5,Closed,Omit,2024-12-30,won,2025-02-10,,21,David Ryan,ischwartz@example.org,East,2023-03-30
1466,2024-12-30 07:00:00+00:00,216,"Wilson, Bailey and Stewart",SMB,Education,North,16346.0,1,Discovery,Commit,2024-12-30,open,,,3,Dale Hopkins,william51@example.org,North,2023-07-07
1474,2024-12-30 07:00:00+00:00,1096,Salazar-Griffin,SMB,FinTech,International,5539.0,5,Closed,Omit,2024-12-30,won,2025-03-18,,50,Connie Smith,wwood@example.org,International,2024-05-12
1487,2024-12-30 07:00:00+00:00,2499,Schroeder-Ward,Mid-Market,Education,South,54337.0,2,Demo,Omit,2020-01-01,open,,,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
1488,2024-12-30 07:00:00+00:00,2499,Schroeder-Ward,Mid-Market,Education,South,32680.0,5,Closed,Omit,2024-12-30,lost,2025-01-29,timing,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
1489,2024-12-30 07:00:00+00:00,2499,Schroeder-Ward,Mid-Market,Education,South,72113.0,3,Proposal,Best Case,2024-12-30,open,,,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
1496,2024-12-30 07:00:00+00:00,1611,Castro-Graham,Mid-Market,Retail,South,77180.0,5,Closed,Commit,2024-12-06,won,2025-04-18,,9,Robert Lawrence,trevorruiz@example.org,North,2022-10-13
1497,2024-12-30 07:00:00+00:00,1611,Castro-Graham,Mid-Market,Retail,South,91034.0,5,Closed,Omit,2024-12-30,won,2025-04-02,,9,Robert Lawrence,trevorruiz@example.org,North,2022-10-13
1503,2024-12-30 07:00:00+00:00,3507,Johnson Inc,SMB,FinTech,International,18302.0,5,Closed,Commit,2024-12-30,won,2025-01-24,,50,Connie Smith,wwood@example.org,International,2024-05-12
1505,2024-12-30 07:00:00+00:00,1972,"Miller, Mckinney and Johnson",Mid-Market,Retail,East,95637.0,3,Proposal,Omit,2024-12-30,open,,,30,Elizabeth Warner,tiffanythomas@example.com,East,2024-03-20
1510,2024-12-20 07:00:00+00:00,325,Jones PLC,SMB,Retail,North,20029.0,5,Closed,Best Case,2024-12-30,won,2025-02-15,,1,Adam Rodriguez,kingsteven@example.com,North,2022-10-16
1516,2024-12-30 07:00:00+00:00,1132,"Myers, Arnold and Jones",Mid-Market,Retail,International,93822.0,4,Negotiation,Omit,2024-12-30,open,,,43,Paul Espinoza,ronald08@example.net,International,2022-07-08
1521,2024-10-21 07:00:00+00:00,1482,"Hudson, Mercado and Phillips",Mid-Market,Retail,International,48618.0,5,Closed,Commit,2024-12-30,won,2025-02-12,,50,Connie Smith,wwood@example.org,International,2024-05-12
1522,2024-10-15 07:00:00+00:00,1482,"Hudson, Mercado and Phillips",Mid-Market,Retail,International,81725.0,1,Discovery,Best Case,2020-01-01,open,,,50,Connie Smith,wwood@example.org,International,2024-05-12
1523,2024-10-13 07:00:00+00:00,1482,"Hudson, Mercado and Phillips",Mid-Market,Retail,International,92951.0,3,Proposal,Commit,2024-12-30,open,,,50,Connie Smith,wwood@example.org,International,2024-05-12
1527,2024-10-28 07:00:00+00:00,1064,"Vasquez, Holder and Ramsey",Mid-Market,Healthcare,South,98081.0,5,Closed,Best Case,2024-12-30,won,2025-01-28,,15,Jennifer Bentley,greenespencer@example.com,South,2022-07-17
1528,2024-12-26 07:00:00+00:00,1022,"King, Moon and Hall",SMB,Education,East,7461.0,3,Proposal,Best Case,2020-01-01,open,,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1529,2024-12-30 07:00:00+00:00,386,Yoder-Glenn,SMB,Education,North,24879.0,5,Closed,Omit,2024-12-30,won,2025-02-05,,2,Carla Coleman,ralphknight@example.org,North,2022-09-10
1540,2024-12-30 07:00:00+00:00,3246,"Davidson, Walton and Espinoza",SMB,Education,North,6418.0,5,Closed,Omit,2024-12-30,won,2025-03-08,,3,Dale Hopkins,william51@example.org,North,2023-07-07
1541,2024-12-30 07:00:00+00:00,3246,"Davidson, Walton and Espinoza",SMB,Education,North,6355.0,2,Demo,Best Case,2024-12-30,open,,,3,Dale Hopkins,william51@example.org,North,2023-07-07
1548,2024-12-30 07:00:00+00:00,894,Keller PLC,Mid-Market,Retail,West,53126.0,5,Closed,Commit,2024-12-30,won,2025-01-07,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
1572,2024-12-30 07:00:00+00:00,2321,"Miller, Atkins and Moyer",SMB,FinTech,South,24406.0,5,Closed,Best Case,2024-12-30,lost,2025-04-13,no_budget,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1593,2024-12-30 07:00:00+00:00,3154,"Ramirez, Gray and Turner",SMB,FinTech,South,14434.0,5,Closed,Best Case,2024-12-30,won,2025-01-12,,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
1594,2024-12-30 07:00:00+00:00,3154,"Ramirez, Gray and Turner",SMB,FinTech,South,5584.0,5,Closed,Best Case,2024-12-30,won,2025-01-23,,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
1595,2024-12-30 07:00:00+00:00,3154,"Ramirez, Gray and Turner",SMB,FinTech,South,8343.0,1,Discovery,Best Case,2024-12-30,open,,,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
1596,2024-12-30 07:00:00+00:00,3154,"Ramirez, Gray and Turner",SMB,FinTech,South,18837.0,5,Closed,Best Case,2024-12-30,won,2025-01-13,,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
1600,2024-12-30 07:00:00+00:00,2916,"Parker, Lyons and Smith",SMB,Education,International,14239.0,2,Demo,Omit,2024-12-30,open,,,45,Nicholas Fisher,brucejoseph@example.org,International,2023-09-19
1606,2024-12-30 07:00:00+00:00,3979,"Silva, Williams and Schaefer",Mid-Market,FinTech,East,96367.0,5,Closed,Best Case,2024-12-30,won,2025-01-11,,29,Jamie Stevens,beckygarrison@example.com,East,2022-03-29
1612,2024-11-03 07:00:00+00:00,2504,Gill Group,SMB,Retail,East,7636.0,5,Closed,Omit,2024-12-30,won,2024-12-19,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1613,2024-10-24 07:00:00+00:00,2504,Gill Group,SMB,Retail,East,10556.0,5,Closed,Omit,2024-10-30,won,2024-12-17,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1614,2024-10-24 07:00:00+00:00,2504,Gill Group,SMB,Retail,East,19277.0,5,Closed,Commit,2024-12-30,won,2024-11-23,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1616,2024-12-30 07:00:00+00:00,3885,"Bowers, Rivera and Miller",Mid-Market,Healthcare,South,49728.0,5,Closed,Omit,2024-11-09,won,2025-04-28,,46,Jessica White,martinharrison@example.com,International,2022-08-22
1617,2024-12-30 07:00:00+00:00,3885,"Bowers, Rivera and Miller",Mid-Market,Healthcare,South,93287.0,1,Discovery,Commit,2024-12-30,open,,,46,Jessica White,martinharrison@example.com,International,2022-08-22
1618,2024-12-30 07:00:00+00:00,521,Sosa Group,Enterprise,Education,North,107831.0,5,Closed,Best Case,2020-01-01,won,2025-04-02,,9,Robert Lawrence,trevorruiz@example.org,North,2022-10-13
1622,2024-12-30 07:00:00+00:00,966,"Castro, George and Gilbert",SMB,FinTech,West,15366.0,5,Closed,Commit,2024-12-30,won,2025-02-09,,38,Diane Singh,samuel26@example.net,West,2023-09-21
1623,2024-12-30 07:00:00+00:00,966,"Castro, George and Gilbert",SMB,FinTech,West,21872.0,5,Closed,Omit,2024-12-30,won,2025-04-10,,38,Diane Singh,samuel26@example.net,West,2023-09-21
1624,2024-12-30 07:00:00+00:00,966,"Castro, George and Gilbert",SMB,FinTech,West,10938.0,5,Closed,Best Case,2024-10-05,lost,2025-03-10,timing,38,Diane Singh,samuel26@example.net,West,2023-09-21
1625,2024-12-30 07:00:00+00:00,966,"Castro, George and Gilbert",SMB,FinTech,West,11949.0,5,Closed,Commit,2024-12-26,lost,2025-03-18,feature_gap,38,Diane Singh,samuel26@example.net,West,2023-09-21
1635,2024-12-30 07:00:00+00:00,1314,"Barron, Williams and Green",SMB,Healthcare,West,20731.0,1,Discovery,Omit,2024-10-04,open,,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
1650,2024-12-30 07:00:00+00:00,129,Ritter-Cooley,SMB,Retail,North,11317.0,5,Closed,Best Case,2020-01-01,won,2025-02-23,,3,Dale Hopkins,william51@example.org,North,2023-07-07
1655,2024-12-04 07:00:00+00:00,2946,"Lopez, Fisher and Randall",Mid-Market,Education,North,43820.0,5,Closed,Best Case,2024-12-30,won,2024-12-27,,23,Tony Tyler,powellalex@example.net,East,2022-04-04
1656,2024-12-03 07:00:00+00:00,2946,"Lopez, Fisher and Randall",Mid-Market,Education,North,28300.0,5,Closed,Commit,2024-12-30,won,2025-03-11,,23,Tony Tyler,powellalex@example.net,East,2022-04-04
1657,2024-12-06 07:00:00+00:00,2946,"Lopez, Fisher and Randall",Mid-Market,Education,North,78456.0,5,Closed,Best Case,2024-12-30,won,2025-03-29,,23,Tony Tyler,powellalex@example.net,East,2022-04-04
1661,2024-12-30 07:00:00+00:00,3044,Rodgers-Clark,SMB,Healthcare,West,15475.0,2,Demo,Omit,2024-12-30,open,,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
1662,2024-12-30 07:00:00+00:00,710,Hill Inc,Mid-Market,Education,West,36081.0,1,Discovery,Best Case,2024-12-30,open,,,31,Diana Welch,zwright@example.org,West,2023-07-16
1663,2024-12-30 07:00:00+00:00,710,Hill Inc,Mid-Market,Education,West,99113.0,1,Discovery,Omit,2024-12-30,open,,,31,Diana Welch,zwright@example.org,West,2023-07-16
1664,2024-12-30 07:00:00+00:00,710,Hill Inc,Mid-Market,Education,West,40883.0,2,Demo,Best Case,2024-12-27,open,,,31,Diana Welch,zwright@example.org,West,2023-07-16
1669,2024-12-30 07:00:00+00:00,1078,Banks PLC,Mid-Market,Education,East,94114.0,5,Closed,Best Case,2024-12-30,won,2025-04-22,,30,Elizabeth Warner,tiffanythomas@example.com,East,2024-03-20
1670,2024-12-30 07:00:00+00:00,1078,Banks PLC,Mid-Market,Education,East,84808.0,5,Closed,Commit,2020-01-01,won,2025-01-04,,30,Elizabeth Warner,tiffanythomas@example.com,East,2024-03-20
1676,2024-11-24 07:00:00+00:00,729,"Simpson, White and Olson",SMB,Retail,East,12949.0,2,Demo,Best Case,2024-12-30,open,,,48,Brianna Andrews,brandonyu@example.net,International,2023-05-22
1677,2024-12-21 07:00:00+00:00,3664,"Nielsen, Freeman and Bates",SMB,Healthcare,International,13526.0,5,Closed,Omit,2024-12-30,won,2025-01-11,,47,Theresa George,yshaw@example.net,International,2024-05-10
1678,2024-12-27 07:00:00+00:00,3664,"Nielsen, Freeman and Bates",SMB,Healthcare,International,16115.0,1,Discovery,Omit,2024-12-30,open,,,47,Theresa George,yshaw@example.net,International,2024-05-10
1679,2024-12-30 07:00:00+00:00,3599,Barajas LLC,SMB,Retail,West,8381.0,5,Closed,Omit,2024-11-13,won,2025-02-04,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
1680,2024-10-05 07:00:00+00:00,687,Mack Inc,SMB,Education,East,22007.0,1,Discovery,Best Case,2024-10-21,open,,,26,Ricky Franklin,coryjohnson@example.net,East,2023-02-26
1696,2024-12-11 07:00:00+00:00,1852,King-Hunt,SMB,Retail,East,20758.0,5,Closed,Best Case,2024-11-22,won,2025-01-28,,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
1697,2024-12-13 07:00:00+00:00,1852,King-Hunt,SMB,Retail,East,9433.0,5,Closed,Omit,2024-12-08,lost,2025-01-09,timing,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
1701,2024-12-30 07:00:00+00:00,116,Gonzalez-Rojas,Mid-Market,Retail,North,93337.0,4,Negotiation,Omit,2024-12-30,open,,,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
1710,2024-12-30 07:00:00+00:00,54,"Rodgers, Garcia and Johnson",Mid-Market,Education,North,84429.0,5,Closed,Best Case,2024-12-30,won,2025-02-17,,1,Adam Rodriguez,kingsteven@example.com,North,2022-10-16
1713,2024-12-30 07:00:00+00:00,2800,Hill Group,SMB,Healthcare,West,16557.0,5,Closed,Best Case,2024-12-30,won,2025-03-14,,34,Harold Goodman,monroesandra@example.org,West,2023-07-15
1716,2024-12-30 07:00:00+00:00,107,"Hall, Richardson and Garcia",SMB,Education,International,7321.0,5,Closed,Omit,2020-01-01,lost,2025-04-26,no_budget,47,Theresa George,yshaw@example.net,International,2024-05-10
1741,2024-12-30 07:00:00+00:00,3323,Thomas Group,Mid-Market,Healthcare,West,69283.0,5,Closed,Commit,2024-12-30,lost,2025-04-21,feature_gap,40,Wendy Holmes,reginaldtaylor@example.org,West,2023-11-15
1747,2024-10-27 07:00:00+00:00,3125,Hunter PLC,SMB,Education,International,9365.0,5,Closed,Best Case,2024-12-30,won,2025-01-10,,45,Nicholas Fisher,brucejoseph@example.org,International,2023-09-19
1750,2024-12-30 07:00:00+00:00,2870,Bennett-Clay,SMB,Education,West,5515.0,5,Closed,Omit,2024-12-08,won,2025-03-22,,37,Grace Jacobs,adam16@example.com,West,2022-07-26
1753,2024-12-30 07:00:00+00:00,2030,Martinez-Brooks,SMB,Healthcare,East,18688.0,5,Closed,Omit,2024-12-15,won,2025-01-26,,23,Tony Tyler,powellalex@example.net,East,2022-04-04
1754,2024-10-02 07:00:00+00:00,1269,Peck LLC,SMB,FinTech,West,5230.0,5,Closed,Commit,2024-12-06,lost,2024-12-04,timing,45,Nicholas Fisher,brucejoseph@example.org,International,2023-09-19
1760,2024-12-30 07:00:00+00:00,2373,"Salas, Moore and Davis",SMB,Education,South,16511.0,5,Closed,Commit,2024-12-30,won,2025-03-03,,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
1763,2024-12-30 07:00:00+00:00,965,Hernandez LLC,Mid-Market,Education,East,51456.0,1,Discovery,Omit,2020-01-01,open,,,21,David Ryan,ischwartz@example.org,East,2023-03-30
1764,2024-12-30 07:00:00+00:00,965,Hernandez LLC,Mid-Market,Education,East,95026.0,5,Closed,Commit,2024-12-12,won,2025-03-22,,21,David Ryan,ischwartz@example.org,East,2023-03-30
1765,2024-12-30 07:00:00+00:00,965,Hernandez LLC,Mid-Market,Education,East,70579.0,5,Closed,Omit,2024-12-30,won,2025-03-20,,21,David Ryan,ischwartz@example.org,East,2023-03-30
1767,2024-12-30 07:00:00+00:00,3607,Schneider-Fisher,SMB,Education,North,16600.0,5,Closed,Omit,2024-12-30,won,2025-02-26,,1,Adam Rodriguez,kingsteven@example.com,North,2022-10-16
1772,2024-12-30 07:00:00+00:00,2281,Barton Ltd,SMB,Education,East,6711.0,1,Discovery,Omit,2020-01-01,open,,,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
1773,2024-12-30 07:00:00+00:00,2281,Barton Ltd,SMB,Education,East,20006.0,5,Closed,Omit,2024-12-30,won,2025-03-29,,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
1776,2024-11-15 07:00:00+00:00,2034,Aguirre-Taylor,SMB,Retail,North,18759.0,5,Closed,Best Case,2024-12-27,won,2024-11-27,,47,Theresa George,yshaw@example.net,International,2024-05-10
1787,2024-12-30 07:00:00+00:00,483,Chandler-Yates,SMB,FinTech,West,8777.0,0,Qualification,Commit,2024-12-30,open,,,17,Chris Park,bradley85@example.com,South,2022-05-23
1789,2024-12-30 07:00:00+00:00,1914,Watson Group,Mid-Market,Education,East,63261.0,5,Closed,Omit,2024-12-30,won,2025-03-31,,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
1790,2024-12-30 07:00:00+00:00,1914,Watson Group,Mid-Market,Education,East,44430.0,5,Closed,Best Case,2024-12-30,lost,2025-02-04,no_budget,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
1791,2024-12-30 07:00:00+00:00,1914,Watson Group,Mid-Market,Education,East,93573.0,2,Demo,Omit,2024-12-30,open,,,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
1792,2024-12-30 07:00:00+00:00,330,"Davis, Smith and Jackson",SMB,Education,South,9287.0,1,Discovery,Omit,2024-12-30,open,,,11,Crystal Lyons,newtonchristopher@example.com,South,2022-03-30
1800,2024-12-30 07:00:00+00:00,1696,Kelly-Ross,Mid-Market,Retail,West,78087.0,5,Closed,Omit,2020-01-01,won,2025-01-20,,36,James Butler,cassidyrosario@example.net,West,2023-11-15
1802,2024-12-30 07:00:00+00:00,408,Lucas-Herrera,SMB,Retail,South,8896.0,1,Discovery,Commit,2024-12-30,open,,,20,John Blevins,dalton49@example.net,South,2024-03-09
1803,2024-12-30 07:00:00+00:00,408,Lucas-Herrera,SMB,Retail,South,17147.0,5,Closed,Best Case,2024-12-30,won,2025-04-06,,20,John Blevins,dalton49@example.net,South,2024-03-09
1804,2024-12-30 07:00:00+00:00,408,Lucas-Herrera,SMB,Retail,South,5541.0,5,Closed,Commit,2024-12-30,won,2025-03-10,,20,John Blevins,dalton49@example.net,South,2024-03-09
